season,date,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,hs,as,hst,ast,hc,ac,hf,af,hy,ay,hr,ar
1997/98,1998-11-01,Lazio,Lecce,4,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-01,Milan,Roma,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-01,Piacenza,Inter,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-01,Sampdoria,Parma,5,2,H,3,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-01,Udinese,Napoli,1,1,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Atalanta,Udinese,1,1,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Bologna,Juventus,1,3,A,0,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Fiorentina,Lazio,1,3,A,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Inter,Bari,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Lecce,Sampdoria,1,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Napoli,Brescia,0,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Parma,Milan,3,1,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Roma,Piacenza,1,1,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-18,Vicenza,Empoli,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Bari,Napoli,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Brescia,Parma,2,1,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Empoli,Inter,1,1,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Juventus,Atalanta,3,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Lazio,Bologna,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Milan,Fiorentina,0,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Piacenza,Lecce,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Sampdoria,Roma,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-25,Udinese,Vicenza,3,0,H,3,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Bologna,Atalanta,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Brescia,Inter,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Fiorentina,Udinese,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Lecce,Juventus,0,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Milan,Piacenza,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Napoli,Lazio,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Parma,Bari,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Roma,Empoli,4,3,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-02,Vicenza,Sampdoria,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Atalanta,Parma,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Bari,Fiorentina,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Empoli,Napoli,5,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Inter,Bologna,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Juventus,Roma,3,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Lazio,Milan,2,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Piacenza,Vicenza,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Sampdoria,Brescia,2,1,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-02,Udinese,Lecce,6,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Bologna,Bari,4,3,H,3,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Brescia,Juventus,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Fiorentina,Inter,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Lazio,Empoli,3,1,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Lecce,Roma,1,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Milan,Udinese,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Napoli,Vicenza,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Parma,Piacenza,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-02,Sampdoria,Atalanta,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Atalanta,Napoli,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Bari,Lazio,0,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Empoli,Fiorentina,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Inter,Lecce,5,0,H,3,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Juventus,Sampdoria,3,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Piacenza,Brescia,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Roma,Bologna,2,1,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Udinese,Parma,1,1,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-15,Vicenza,Milan,1,4,A,0,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Bari,Lecce,2,2,D,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Bologna,Piacenza,3,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Brescia,Atalanta,2,2,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Fiorentina,Juventus,3,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Lazio,Inter,3,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Milan,Empoli,3,1,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Napoli,Roma,0,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Parma,Vicenza,2,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-22,Sampdoria,Udinese,0,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-28,Atalanta,Lazio,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-28,Inter,Napoli,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-28,Juventus,Bari,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-03,Bologna,Parma,1,2,A,1,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-03,Empoli,Udinese,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-03,Lecce,Milan,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-03,Piacenza,Sampdoria,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-03,Roma,Fiorentina,4,1,H,3,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-01-03,Vicenza,Brescia,2,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Bari,Empoli,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Brescia,Lecce,3,2,H,2,2,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Fiorentina,Piacenza,1,1,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Lazio,Roma,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Milan,Sampdoria,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Napoli,Bologna,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Parma,Inter,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Udinese,Juventus,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-08-03,Vicenza,Atalanta,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-14,Bologna,Vicenza,3,1,H,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-14,Inter,Atalanta,4,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-14,Juventus,Napoli,2,2,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-14,Sampdoria,Lazio,0,4,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-15,Brescia,Milan,2,2,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-15,Empoli,Parma,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-15,Lecce,Fiorentina,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-15,Piacenza,Udinese,0,2,A,0,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-15,Roma,Bari,2,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Atalanta,Empoli,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Bari,Sampdoria,0,1,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Fiorentina,Bologna,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Lazio,Piacenza,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Milan,Inter,0,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Napoli,Lecce,2,4,A,1,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Parma,Juventus,2,2,D,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Udinese,Brescia,3,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-22,Vicenza,Roma,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-28,Inter,Vicenza,2,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-28,Juventus,Milan,4,1,H,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-28,Udinese,Lazio,0,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-29,Brescia,Bari,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-29,Fiorentina,Napoli,4,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-29,Lecce,Atalanta,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-29,Piacenza,Empoli,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-29,Roma,Parma,2,2,D,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-29,Sampdoria,Bologna,2,3,A,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-04,Napoli,Piacenza,1,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-04,Vicenza,Lecce,1,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Atalanta,Roma,0,1,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Bari,Milan,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Bologna,Udinese,2,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Empoli,Brescia,3,1,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Inter,Sampdoria,3,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Lazio,Juventus,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-04,Parma,Fiorentina,1,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Brescia,Lazio,1,1,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Fiorentina,Vicenza,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Juventus,Piacenza,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Lecce,Bologna,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Milan,Atalanta,3,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Parma,Napoli,3,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Roma,Inter,1,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Sampdoria,Empoli,3,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-11-04,Udinese,Bari,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Atalanta,Fiorentina,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Bologna,Milan,3,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Empoli,Juventus,0,1,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Inter,Udinese,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Lecce,Parma,0,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Napoli,Sampdoria,0,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Piacenza,Bari,0,1,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Roma,Brescia,5,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-19,Vicenza,Lazio,2,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Bari,Vicenza,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Brescia,Bologna,1,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Empoli,Lecce,5,1,H,3,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Juventus,Inter,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Lazio,Parma,1,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Milan,Napoli,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Piacenza,Atalanta,3,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Sampdoria,Fiorentina,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-04-26,Udinese,Roma,4,2,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-02-05,Lecce,Lazio,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Atalanta,Bari,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Bologna,Empoli,2,2,D,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Fiorentina,Brescia,5,1,H,4,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Inter,Piacenza,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Napoli,Udinese,1,3,A,1,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Parma,Sampdoria,2,2,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Roma,Milan,5,0,H,4,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-03-05,Vicenza,Juventus,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Bari,Inter,2,1,H,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Brescia,Napoli,2,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Empoli,Vicenza,3,2,H,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Juventus,Bologna,3,2,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Lazio,Fiorentina,1,4,A,1,3,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Milan,Parma,1,1,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Piacenza,Roma,3,3,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Sampdoria,Lecce,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-10-05,Udinese,Atalanta,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Atalanta,Juventus,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Bologna,Lazio,2,1,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Fiorentina,Milan,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Inter,Empoli,4,1,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Lecce,Piacenza,1,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Napoli,Bari,2,2,D,1,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Parma,Brescia,1,3,A,1,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Roma,Sampdoria,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1997/98,1998-05-16,Vicenza,Udinese,1,3,A,1,3,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-12-09,Fiorentina,Empoli,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-12-09,Milan,Bologna,3,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-12-09,Parma,Vicenza,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-12-09,Roma,Salernitana,3,1,H,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-12-09,Udinese,Sampdoria,2,2,D,2,2,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-13,Bari,Venezia,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-13,Cagliari,Inter,2,2,D,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-13,Perugia,Juventus,3,4,A,0,3,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-13,Piacenza,Lazio,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Bologna,Udinese,1,3,A,0,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Empoli,Roma,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Inter,Piacenza,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Juventus,Cagliari,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Lazio,Bari,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Salernitana,Milan,1,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Sampdoria,Perugia,1,1,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Venezia,Parma,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-20,Vicenza,Fiorentina,1,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-26,Bari,Bologna,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-26,Milan,Fiorentina,1,3,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-26,Parma,Juventus,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-26,Roma,Venezia,2,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-26,Udinese,Salernitana,2,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-27,Cagliari,Sampdoria,5,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-27,Empoli,Inter,1,2,A,1,2,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-27,Perugia,Lazio,2,2,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-09-27,Piacenza,Vicenza,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Bologna,Parma,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Fiorentina,Udinese,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Inter,Perugia,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Juventus,Piacenza,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Lazio,Cagliari,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Salernitana,Empoli,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Sampdoria,Roma,2,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Venezia,Milan,0,2,A,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-04-10,Vicenza,Bari,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-17,Empoli,Bologna,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-17,Parma,Salernitana,2,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-17,Roma,Fiorentina,2,1,H,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-18,Bari,Udinese,1,1,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-18,Cagliari,Milan,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-18,Inter,Lazio,3,5,A,1,3,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-18,Perugia,Venezia,1,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-18,Piacenza,Sampdoria,4,1,H,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-18,Vicenza,Juventus,1,1,D,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Bologna,Piacenza,3,1,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Cagliari,Bari,3,3,D,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Fiorentina,Salernitana,4,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Juventus,Inter,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Lazio,Vicenza,1,1,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Milan,Roma,3,2,H,0,1,A,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Perugia,Parma,2,1,H,2,1,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Sampdoria,Empoli,3,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-25,Udinese,Venezia,1,1,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-31,Parma,Fiorentina,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-31,Roma,Udinese,4,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-10-31,Venezia,Bologna,0,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-01-11,Empoli,Perugia,2,0,H,2,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-01-11,Inter,Bari,2,3,A,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-01-11,Juventus,Sampdoria,2,0,H,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-01-11,Piacenza,Milan,1,1,D,1,0,H,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-01-11,Salernitana,Lazio,1,0,H,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0
1998/99,1998-01-11,Vicenza,Cagliari,2,1,H,1,1,D,0,0,0,0,0,0,0,0,0,0,0,0
