season,date,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,hs,as,hst,ast,hc,ac,hf,af,hy,ay,hr,ar
2011/12,2012-03-25,Novara,Lecce,0,0,D,0,0,D,18,7,4,1,7,9,16,18,3,4,0,0
2011/12,2012-03-31,Catania,Milan,1,1,D,0,1,A,19,14,1,9,4,8,10,14,0,2,0,0
2011/12,2012-03-31,Parma,Lazio,3,1,H,2,1,H,15,8,6,2,5,4,23,25,2,2,0,0
2011/12,2012-01-04,Bologna,Palermo,1,3,A,0,0,D,16,10,3,3,5,4,19,19,2,4,0,1
2011/12,2012-01-04,Cagliari,Atalanta,2,0,H,1,0,H,12,15,7,7,4,9,20,15,0,2,0,0
2011/12,2012-01-04,Fiorentina,Chievo,1,2,A,0,1,A,15,8,2,4,9,4,18,23,3,3,0,0
2011/12,2012-01-04,Inter,Genoa,5,4,H,3,1,H,22,15,9,8,2,10,12,17,2,4,1,1
2011/12,2012-01-04,Juventus,Napoli,3,0,H,0,0,D,27,7,9,0,3,6,19,18,4,2,0,1
2011/12,2012-01-04,Lecce,Cesena,0,0,D,0,0,D,20,16,6,7,7,2,12,17,3,3,0,0
2011/12,2012-01-04,Roma,Novara,5,2,H,2,1,H,18,14,8,6,3,2,6,14,1,1,0,0
2011/12,2012-01-04,Siena,Udinese,1,0,H,0,0,D,13,15,3,2,5,5,15,15,3,3,0,0
2011/12,2012-07-04,Atalanta,Siena,1,2,A,1,1,D,15,8,1,4,9,4,15,15,2,2,0,0
2011/12,2012-07-04,Cagliari,Inter,2,2,D,1,1,D,11,14,3,6,4,9,15,15,2,3,1,0
2011/12,2012-07-04,Cesena,Bologna,0,0,D,0,0,D,8,18,3,6,5,6,25,19,4,4,0,0
2011/12,2012-07-04,Chievo,Catania,3,2,H,2,1,H,16,12,4,2,8,9,15,8,1,1,0,1
2011/12,2012-07-04,Lazio,Napoli,3,1,H,1,1,D,15,8,6,2,4,1,15,19,2,3,0,0
2011/12,2012-07-04,Lecce,Roma,4,2,H,2,0,H,7,16,4,7,3,6,19,11,4,2,0,0
2011/12,2012-07-04,Milan,Fiorentina,1,2,A,1,0,H,21,11,5,5,9,4,10,14,3,4,0,0
2011/12,2012-07-04,Novara,Genoa,1,1,D,0,1,A,14,6,3,1,9,5,15,20,2,3,1,0
2011/12,2012-07-04,Palermo,Juventus,0,2,A,0,0,D,6,22,1,8,0,8,14,5,0,1,0,0
2011/12,2012-07-04,Udinese,Parma,3,1,H,1,0,H,12,17,6,4,4,7,13,11,3,3,0,0
2011/12,2012-10-04,Chievo,Milan,0,1,A,0,1,A,12,5,2,2,7,2,20,13,4,2,0,0
2011/12,2012-11-04,Catania,Lecce,1,2,A,0,0,D,20,12,7,3,8,2,13,18,3,2,1,0
2011/12,2012-11-04,Fiorentina,Palermo,0,0,D,0,0,D,20,14,7,2,14,1,16,16,2,2,0,0
2011/12,2012-11-04,Genoa,Cesena,1,1,D,1,0,H,11,15,3,5,9,3,22,17,3,1,0,0
2011/12,2012-11-04,Inter,Siena,2,1,H,1,1,D,19,8,6,4,9,4,7,20,1,4,0,1
2011/12,2012-11-04,Juventus,Lazio,2,1,H,1,1,D,27,7,9,3,12,2,17,17,3,4,0,1
2011/12,2012-11-04,Napoli,Atalanta,1,3,A,1,1,D,10,13,4,7,5,6,14,19,2,5,1,0
2011/12,2012-11-04,Parma,Novara,2,0,H,2,0,H,24,10,7,4,9,8,19,13,3,1,0,0
2011/12,2012-11-04,Roma,Udinese,3,1,H,1,1,D,23,9,9,2,12,5,11,9,2,1,0,0
2011/12,2012-12-04,Bologna,Cagliari,1,0,H,0,0,D,15,11,7,2,4,13,14,18,3,5,0,0
2011/12,2012-04-21,Catania,Atalanta,2,0,H,1,0,H,8,7,4,1,5,4,18,14,3,2,0,0
2011/12,2012-04-21,Chievo,Udinese,0,0,D,0,0,D,17,6,3,2,6,2,16,16,0,1,0,0
2011/12,2012-04-21,Napoli,Novara,2,0,H,2,0,H,25,8,8,2,7,5,14,13,1,1,0,0
2011/12,2012-04-21,Parma,Cagliari,3,0,H,1,0,H,12,9,4,2,1,8,17,16,3,2,0,0
2011/12,2012-04-22,Cesena,Palermo,2,2,D,2,2,D,10,16,2,5,4,4,18,21,3,1,0,0
2011/12,2012-04-22,Fiorentina,Inter,0,0,D,0,0,D,9,13,1,4,4,5,14,12,4,4,0,0
2011/12,2012-04-22,Genoa,Siena,1,4,A,0,3,A,21,12,4,8,7,0,17,19,3,2,0,0
2011/12,2012-04-22,Juventus,Roma,4,0,H,3,0,H,19,4,9,1,3,4,12,11,1,1,0,1
2011/12,2012-04-22,Lazio,Lecce,1,1,D,0,0,D,16,16,7,4,7,4,15,18,2,2,0,0
2011/12,2012-04-22,Milan,Bologna,1,1,D,0,1,A,21,11,6,5,8,1,16,9,1,2,1,0
2011/12,2012-04-24,Atalanta,Chievo,1,0,H,0,0,D,14,9,3,0,8,4,15,16,2,2,0,0
2011/12,2012-04-24,Cagliari,Catania,3,0,H,1,0,H,28,16,6,5,8,2,18,15,1,1,0,0
2011/12,2012-04-25,Cesena,Juventus,0,1,A,0,0,D,9,26,0,7,3,15,13,17,4,3,0,0
2011/12,2012-04-25,Lecce,Napoli,0,2,A,0,1,A,5,9,1,4,1,2,16,18,3,3,0,0
2011/12,2012-04-25,Milan,Genoa,1,0,H,0,0,D,15,5,2,1,9,1,12,14,3,1,0,1
2011/12,2012-04-25,Novara,Lazio,2,1,H,1,1,D,14,19,6,5,2,5,17,21,3,4,0,0
2011/12,2012-04-25,Palermo,Parma,1,2,A,1,0,H,14,10,7,4,3,4,22,19,3,1,0,0
2011/12,2012-04-25,Roma,Fiorentina,1,2,A,0,1,A,15,12,4,7,6,3,17,12,3,4,1,0
2011/12,2012-04-25,Siena,Bologna,1,1,D,0,0,D,9,4,4,1,8,2,18,8,3,0,0,0
2011/12,2012-04-25,Udinese,Inter,1,3,A,1,3,A,18,13,5,5,6,4,10,14,2,1,0,0
2011/12,2012-04-28,Cagliari,Chievo,0,0,D,0,0,D,15,8,4,1,8,4,18,16,0,2,0,0
2011/12,2012-04-28,Palermo,Catania,1,1,D,0,1,A,13,14,3,6,4,6,20,13,2,3,0,0
2011/12,2012-04-28,Roma,Napoli,2,2,D,1,0,H,24,14,8,6,7,8,15,21,6,1,0,0
2011/12,2012-04-29,Atalanta,Fiorentina,2,0,H,1,0,H,16,18,8,3,3,2,13,14,4,2,0,0
2011/12,2012-04-29,Bologna,Genoa,3,2,H,2,0,H,9,13,4,6,3,11,12,23,1,4,0,0
2011/12,2012-04-29,Inter,Cesena,2,1,H,0,0,D,30,10,9,2,11,2,11,11,0,2,0,0
2011/12,2012-04-29,Lecce,Parma,1,2,A,0,0,D,16,14,4,2,6,7,9,20,1,2,1,0
2011/12,2012-04-29,Novara,Juventus,0,4,A,0,2,A,9,26,2,10,3,5,17,9,1,0,0,0
2011/12,2012-04-29,Siena,Milan,1,4,A,0,2,A,7,10,4,8,2,7,11,7,2,2,0,0
2011/12,2012-04-29,Udinese,Lazio,2,0,H,0,0,D,14,7,6,1,4,3,17,23,5,3,0,1
2011/12,2012-01-05,Chievo,Roma,0,0,D,0,0,D,7,13,2,4,2,4,18,11,4,3,0,0
2011/12,2012-01-05,Napoli,Palermo,2,0,H,2,0,H,13,11,2,4,3,5,17,15,2,1,0,0
2011/12,2012-02-05,Catania,Bologna,0,1,A,0,0,D,13,12,4,3,6,4,19,16,1,3,0,0
2011/12,2012-02-05,Cesena,Udinese,0,1,A,0,1,A,9,16,1,3,0,4,26,10,2,1,0,0
2011/12,2012-02-05,Fiorentina,Novara,2,2,D,0,2,A,17,7,5,2,8,2,21,19,4,4,0,0
2011/12,2012-02-05,Genoa,Cagliari,2,1,H,1,1,D,8,15,3,3,7,4,14,14,1,0,0,0
2011/12,2012-02-05,Juventus,Lecce,1,1,D,1,0,H,17,3,7,1,6,2,15,13,1,4,0,1
2011/12,2012-02-05,Lazio,Siena,1,1,D,0,1,A,25,7,8,2,10,3,11,13,2,2,0,0
2011/12,2012-02-05,Milan,Atalanta,2,0,H,1,0,H,22,9,9,2,4,2,12,5,0,0,0,0
2011/12,2012-02-05,Parma,Inter,3,1,H,0,1,A,20,11,4,4,6,7,11,9,3,2,0,0
2011/12,2012-05-05,Lecce,Fiorentina,0,1,A,0,1,A,17,6,3,3,8,5,18,13,3,3,0,0
2011/12,2012-05-05,Roma,Catania,2,2,D,0,0,D,30,12,11,6,15,4,19,11,4,2,0,0
2011/12,2012-06-05,Atalanta,Lazio,0,2,A,0,1,A,13,8,2,5,6,4,15,22,3,2,1,0
2011/12,2012-06-05,Bologna,Napoli,2,0,H,1,0,H,10,18,6,3,4,5,22,16,3,7,1,1
2011/12,2012-06-05,Cagliari,Juventus,0,2,A,0,1,A,4,15,0,7,2,6,18,14,3,3,0,0
2011/12,2012-06-05,Inter,Milan,4,2,H,1,1,D,20,16,10,6,10,4,10,18,4,3,0,0
2011/12,2012-06-05,Novara,Cesena,3,0,H,1,0,H,19,18,6,3,2,3,12,22,2,2,0,0
2011/12,2012-06-05,Palermo,Chievo,4,4,D,2,2,D,25,16,10,7,8,3,18,15,4,1,0,0
2011/12,2012-06-05,Siena,Parma,0,2,A,0,0,D,8,12,0,2,3,8,14,8,2,0,0,0
2011/12,2012-06-05,Udinese,Genoa,2,0,H,1,0,H,25,3,8,1,9,1,11,8,2,0,0,2
2011/12,2012-05-13,Catania,Udinese,0,2,A,0,1,A,15,17,3,6,4,4,14,21,0,5,0,0
2011/12,2012-05-13,Cesena,Roma,2,3,A,1,2,A,13,19,5,8,4,12,12,5,1,0,0,0
2011/12,2012-05-13,Chievo,Lecce,1,0,H,0,0,D,13,15,6,5,2,8,18,14,2,3,0,1
2011/12,2012-05-13,Fiorentina,Cagliari,0,0,D,0,0,D,4,11,0,3,2,12,17,11,1,2,0,0
2011/12,2012-05-13,Genoa,Palermo,2,0,H,0,0,D,7,12,2,4,6,1,9,9,1,1,0,0
2011/12,2012-05-13,Juventus,Atalanta,3,1,H,2,0,H,12,10,6,2,4,5,11,7,0,0,0,0
2011/12,2012-05-13,Lazio,Inter,3,1,H,0,1,A,12,11,6,4,4,10,12,16,3,0,0,0
2011/12,2012-05-13,Milan,Novara,2,1,H,0,1,A,19,13,3,3,11,4,15,11,1,0,0,0
2011/12,2012-05-13,Napoli,Siena,2,1,H,2,1,H,14,10,5,4,10,5,8,19,4,4,0,0
2011/12,2012-05-13,Parma,Bologna,1,0,H,1,0,H,18,7,6,0,10,7,14,16,2,2,0,0
2012/13,2012-08-25,Fiorentina,Udinese,2,1,H,0,1,A,23,7,8,2,10,0,12,14,2,1,0,0
2012/13,2012-08-25,Juventus,Parma,2,0,H,0,0,D,15,6,6,5,5,8,12,21,2,6,0,0
2012/13,2012-08-26,Atalanta,Lazio,0,1,A,0,1,A,10,13,3,4,8,5,14,19,1,4,0,0
2012/13,2012-08-26,Chievo,Bologna,2,0,H,0,0,D,6,4,3,1,1,1,17,18,3,3,0,1
2012/13,2012-08-26,Genoa,Cagliari,2,0,H,0,0,D,15,17,4,4,3,6,19,12,0,3,0,0
2012/13,2012-08-26,Milan,Sampdoria,0,1,A,0,0,D,23,10,6,3,7,2,16,11,2,5,0,0
2012/13,2012-08-26,Palermo,Napoli,0,3,A,0,1,A,16,12,6,3,6,5,11,13,3,3,0,0
2012/13,2012-08-26,Pescara,Inter,0,3,A,0,2,A,13,14,5,6,10,2,7,12,3,1,0,0
2012/13,2012-08-26,Roma,Catania,2,2,D,0,1,A,18,11,5,4,10,2,15,15,3,2,0,0
2012/13,2012-08-26,Siena,Torino,0,0,D,0,0,D,5,8,0,1,4,5,10,17,0,1,0,0
2012/13,2012-01-09,Bologna,Milan,1,3,A,1,1,D,15,17,3,6,1,8,18,21,1,5,0,0
2012/13,2012-01-09,Torino,Pescara,3,0,H,1,0,H,16,1,9,0,5,0,12,20,1,2,0,1
2012/13,2012-02-09,Cagliari,Atalanta,1,1,D,0,0,D,25,10,6,5,13,3,24,19,3,1,0,1
2012/13,2012-02-09,Catania,Genoa,3,2,H,0,1,A,20,16,5,6,9,5,20,24,3,2,0,0
2012/13,2012-02-09,Inter,Roma,1,3,A,1,1,D,21,12,6,3,11,2,17,17,2,2,0,1
2012/13,2012-02-09,Lazio,Palermo,3,0,H,1,0,H,21,9,6,2,7,4,14,10,3,2,0,0
2012/13,2012-02-09,Napoli,Fiorentina,2,1,H,0,0,D,5,16,1,3,7,9,17,10,2,2,0,0
2012/13,2012-02-09,Parma,Chievo,2,0,H,1,0,H,11,14,3,4,3,4,22,17,3,3,0,0
2012/13,2012-02-09,Sampdoria,Siena,2,1,H,1,0,H,12,9,5,3,11,1,16,22,3,3,0,1
2012/13,2012-02-09,Udinese,Juventus,1,4,A,0,2,A,10,21,1,10,3,5,11,19,3,3,1,0
2012/13,2012-09-15,Milan,Atalanta,0,1,A,0,0,D,17,10,7,4,8,5,12,19,2,4,0,0
2012/13,2012-09-15,Palermo,Cagliari,1,1,D,1,0,H,7,12,3,4,0,1,16,27,3,2,0,0
2012/13,2012-09-16,Chievo,Lazio,1,3,A,0,2,A,11,12,2,6,10,1,11,20,3,2,0,0
2012/13,2012-09-16,Fiorentina,Catania,2,0,H,1,0,H,15,8,7,4,5,3,15,16,3,2,0,0
2012/13,2012-09-16,Genoa,Juventus,1,3,A,1,0,H,13,19,4,5,1,9,15,18,2,3,0,0
2012/13,2012-09-16,Napoli,Parma,3,1,H,2,1,H,12,21,6,5,1,6,17,20,1,4,0,0
2012/13,2012-09-16,Pescara,Sampdoria,2,3,A,0,1,A,15,10,6,5,7,2,18,18,3,2,0,0
2012/13,2012-09-16,Roma,Bologna,2,3,A,2,0,H,14,15,7,6,3,8,17,23,5,3,0,0
2012/13,2012-09-16,Siena,Udinese,2,2,D,0,2,A,14,9,6,4,3,2,20,15,2,2,0,1
2012/13,2012-09-16,Torino,Inter,0,2,A,0,1,A,11,8,3,3,6,1,14,7,4,4,0,0
2012/13,2012-09-22,Juventus,Chievo,2,0,H,0,0,D,27,6,9,2,6,3,13,9,0,1,0,0
2012/13,2012-09-22,Parma,Fiorentina,1,1,D,0,1,A,12,12,3,3,2,4,24,11,4,3,1,0
2012/13,2012-09-23,Atalanta,Palermo,1,0,H,0,0,D,10,11,2,2,6,5,12,21,4,3,0,0
2012/13,2012-09-23,Bologna,Pescara,1,1,D,1,1,D,22,13,8,6,15,4,24,8,1,3,0,1
2012/13,2012-09-23,Cagliari,Roma,0,3,A,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2012/13,2012-09-23,Catania,Napoli,0,0,D,0,0,D,7,21,1,6,3,14,15,12,3,4,1,0
2012/13,2012-09-23,Inter,Siena,0,2,A,0,0,D,23,8,11,3,10,8,15,8,1,4,0,0
2012/13,2012-09-23,Lazio,Genoa,0,1,A,0,0,D,23,7,7,3,10,1,13,8,1,1,0,0
2012/13,2012-09-23,Sampdoria,Torino,1,1,D,0,0,D,16,13,4,2,6,3,16,21,4,4,0,0
2012/13,2012-09-23,Udinese,Milan,2,1,H,1,0,H,15,14,8,4,9,5,13,11,2,1,0,2
2012/13,2012-09-25,Fiorentina,Juventus,0,0,D,0,0,D,17,8,2,2,2,2,16,10,3,1,0,0
2012/13,2012-09-26,Catania,Atalanta,2,1,H,0,0,D,15,9,5,3,7,4,21,15,2,2,0,0
2012/13,2012-09-26,Chievo,Inter,0,2,A,0,1,A,17,10,5,3,5,0,16,14,3,1,0,0
2012/13,2012-09-26,Genoa,Parma,1,1,D,0,1,A,11,10,5,4,5,7,10,13,2,4,0,0
2012/13,2012-09-26,Milan,Cagliari,2,0,H,1,0,H,17,19,3,2,8,4,22,12,3,2,0,1
2012/13,2012-09-26,Napoli,Lazio,3,0,H,2,0,H,13,12,7,4,7,8,7,19,3,4,0,0
2012/13,2012-09-26,Pescara,Palermo,1,0,H,0,0,D,11,15,4,7,4,3,12,13,4,2,0,1
2012/13,2012-09-26,Roma,Sampdoria,1,1,D,1,0,H,22,7,7,2,12,3,17,21,3,0,0,1
2012/13,2012-09-26,Torino,Udinese,0,0,D,0,0,D,13,6,2,3,5,5,11,16,1,0,0,0
2012/13,2012-09-27,Siena,Bologna,1,0,H,0,0,D,8,14,3,7,6,11,18,20,4,2,0,0
2012/13,2012-09-29,Juventus,Roma,4,1,H,3,0,H,20,12,8,3,5,3,18,14,3,4,0,0
2012/13,2012-09-29,Parma,Milan,1,1,D,0,0,D,11,17,2,9,4,5,19,7,2,3,0,0
2012/13,2012-09-30,Atalanta,Torino,1,5,A,1,1,D,16,18,2,9,7,7,14,17,2,1,0,0
2012/13,2012-09-30,Bologna,Catania,4,0,H,2,0,H,16,16,9,7,6,9,25,23,1,2,0,1
2012/13,2012-09-30,Cagliari,Pescara,1,2,A,0,0,D,20,9,11,4,8,0,22,22,2,5,1,0
2012/13,2012-09-30,Inter,Fiorentina,2,1,H,2,1,H,15,14,6,5,7,10,19,15,4,3,0,1
2012/13,2012-09-30,Lazio,Siena,2,1,H,2,0,H,10,9,4,3,5,4,19,11,2,2,0,0
2012/13,2012-09-30,Palermo,Chievo,4,1,H,1,1,D,17,14,8,4,12,5,13,16,1,4,1,0
2012/13,2012-09-30,Sampdoria,Napoli,0,1,A,0,0,D,9,15,2,4,6,5,18,14,4,3,1,0
2012/13,2012-09-30,Udinese,Genoa,0,0,D,0,0,D,13,6,3,3,10,4,16,15,1,2,0,0
2012/13,2012-06-10,Chievo,Sampdoria,2,1,H,1,0,H,12,8,7,2,3,4,25,14,2,2,0,0
2012/13,2012-06-10,Genoa,Palermo,1,1,D,0,1,A,19,16,7,5,8,6,10,15,3,2,0,0
2012/13,2012-07-10,Catania,Parma,2,0,H,1,0,H,12,17,6,1,2,10,15,25,1,5,0,1
2012/13,2012-07-10,Fiorentina,Bologna,1,0,H,1,0,H,17,8,7,1,6,4,16,20,4,3,0,0
2012/13,2012-07-10,Milan,Inter,0,1,A,0,1,A,20,7,5,3,6,3,20,9,5,2,0,1
2012/13,2012-07-10,Napoli,Udinese,2,1,H,2,1,H,12,13,6,1,1,4,10,21,2,3,0,0
2012/13,2012-07-10,Pescara,Lazio,0,3,A,0,3,A,13,15,4,6,8,2,12,14,2,0,0,0
2012/13,2012-07-10,Roma,Atalanta,2,0,H,1,0,H,25,16,7,4,6,5,11,13,2,3,0,0
2012/13,2012-07-10,Siena,Juventus,1,2,A,1,1,D,6,16,3,8,2,8,24,19,7,3,0,0
2012/13,2012-07-10,Torino,Cagliari,0,1,A,0,0,D,9,14,2,2,10,5,9,19,1,3,0,0
2012/13,2012-10-20,Juventus,Napoli,2,0,H,0,0,D,14,4,5,1,7,4,19,22,4,3,0,0
2012/13,2012-10-20,Lazio,Milan,3,2,H,2,0,H,11,12,8,6,6,5,14,6,2,3,0,0
2012/13,2012-10-21,Atalanta,Siena,2,1,H,0,0,D,9,3,4,1,4,4,17,20,2,3,1,0
2012/13,2012-10-21,Cagliari,Bologna,1,0,H,0,0,D,8,16,2,1,5,4,21,15,1,2,0,0
2012/13,2012-10-21,Chievo,Fiorentina,1,1,D,1,1,D,8,16,2,2,2,9,12,17,2,3,0,0
2012/13,2012-10-21,Genoa,Roma,2,4,A,2,2,D,10,17,4,7,5,9,15,13,4,1,0,0
2012/13,2012-10-21,Inter,Catania,2,0,H,1,0,H,14,9,8,2,5,4,15,12,0,1,0,0
2012/13,2012-10-21,Palermo,Torino,0,0,D,0,0,D,23,12,7,6,7,2,12,19,1,4,0,0
2012/13,2012-10-21,Parma,Sampdoria,2,1,H,1,0,H,19,7,8,1,4,4,20,17,2,3,0,1
2012/13,2012-10-21,Udinese,Pescara,1,0,H,0,0,D,18,12,5,6,5,8,9,18,0,3,1,0
2012/13,2012-10-27,Milan,Genoa,1,0,H,0,0,D,12,7,2,3,9,0,8,17,1,2,0,0
2012/13,2012-10-27,Siena,Palermo,0,0,D,0,0,D,9,15,1,5,4,4,13,9,3,2,0,0
2012/13,2012-10-28,Bologna,Inter,1,3,A,0,1,A,13,13,3,6,6,2,16,14,3,3,0,0
2012/13,2012-10-28,Catania,Juventus,0,1,A,0,0,D,9,19,0,9,3,7,20,16,4,3,1,0
2012/13,2012-10-28,Fiorentina,Lazio,2,0,H,1,0,H,16,8,8,2,4,3,17,19,3,3,0,2
2012/13,2012-10-28,Napoli,Chievo,1,0,H,0,0,D,21,4,6,0,4,6,5,17,1,2,0,1
2012/13,2012-10-28,Pescara,Atalanta,0,0,D,0,0,D,18,15,4,4,4,8,19,15,3,2,0,1
2012/13,2012-10-28,Roma,Udinese,2,3,A,2,1,H,23,14,5,7,4,2,13,15,3,4,1,0
2012/13,2012-10-28,Sampdoria,Cagliari,0,1,A,0,0,D,21,11,3,4,10,6,14,25,2,6,0,0
2012/13,2012-10-28,Torino,Parma,1,3,A,0,0,D,11,13,4,5,4,4,12,10,1,3,1,0
2012/13,2012-10-30,Palermo,Milan,2,2,D,1,0,H,13,16,4,8,1,7,15,15,2,4,0,0
2012/13,2012-10-31,Atalanta,Napoli,1,0,H,1,0,H,9,18,1,7,2,9,11,8,2,3,0,0
2012/13,2012-10-31,Cagliari,Siena,4,2,H,3,1,H,20,9,8,4,6,4,11,12,2,2,0,1
2012/13,2012-10-31,Chievo,Pescara,2,0,H,0,0,D,18,5,7,3,2,1,15,17,1,3,0,1
2012/13,2012-10-31,Inter,Sampdoria,3,2,H,0,1,A,17,6,5,2,1,2,15,11,1,1,0,2
2012/13,2012-10-31,Juventus,Bologna,2,1,H,0,0,D,25,9,12,1,10,5,12,17,1,3,0,0
2012/13,2012-10-31,Lazio,Torino,1,1,D,0,1,A,16,12,4,4,5,1,22,19,3,1,0,0
2012/13,2012-10-31,Parma,Roma,3,2,H,2,1,H,18,12,6,7,8,4,23,7,1,1,1,0
2012/13,2012-10-31,Udinese,Catania,2,2,D,1,0,H,15,16,6,5,3,1,17,15,2,3,0,0
2012/13,2012-01-11,Genoa,Fiorentina,0,1,A,0,1,A,8,13,3,6,4,6,23,13,5,3,0,0
2012/13,2012-03-11,Juventus,Inter,1,3,A,1,0,H,14,16,7,6,3,3,22,10,4,2,0,0
2012/13,2012-03-11,Milan,Chievo,5,1,H,3,1,H,20,8,8,3,3,3,9,13,0,2,0,0
2012/13,2012-04-11,Bologna,Udinese,1,1,D,0,0,D,6,11,2,2,3,4,18,24,4,3,0,0
2012/13,2012-04-11,Catania,Lazio,4,0,H,3,0,H,18,12,5,3,7,6,19,16,1,0,0,0
2012/13,2012-04-11,Fiorentina,Cagliari,4,1,H,1,1,D,11,7,4,3,4,1,20,25,2,1,0,0
2012/13,2012-04-11,Napoli,Torino,1,1,D,1,0,H,12,10,2,4,5,11,19,15,3,5,0,0
2012/13,2012-04-11,Pescara,Parma,2,0,H,0,0,D,9,19,3,5,7,7,15,15,2,3,0,0
2012/13,2012-04-11,Roma,Palermo,4,1,H,2,0,H,20,11,11,7,15,6,13,12,1,2,1,0
2012/13,2012-04-11,Sampdoria,Atalanta,1,2,A,0,1,A,15,15,5,3,6,2,17,19,3,3,0,0
2012/13,2012-04-11,Siena,Genoa,1,0,H,0,0,D,6,10,2,3,5,3,15,15,4,3,0,0
2012/13,2012-10-11,Cagliari,Catania,0,0,D,0,0,D,12,6,4,0,5,2,25,20,4,2,0,0
2012/13,2012-10-11,Pescara,Juventus,1,6,A,1,5,A,19,24,6,9,9,3,7,14,2,1,0,0
2012/13,2012-11-11,Atalanta,Inter,3,2,H,1,0,H,16,17,5,6,7,7,16,11,2,1,1,0
2012/13,2012-11-11,Chievo,Udinese,2,2,D,1,1,D,17,10,5,4,5,2,16,15,2,5,0,1
2012/13,2012-11-11,Genoa,Napoli,2,4,A,1,0,H,14,20,5,9,2,3,17,18,2,3,0,0
2012/13,2012-11-11,Lazio,Roma,3,2,H,2,1,H,16,9,8,4,7,7,15,23,3,4,1,1
2012/13,2012-11-11,Milan,Fiorentina,1,3,A,0,2,A,11,9,1,4,6,4,18,9,3,4,0,0
2012/13,2012-11-11,Palermo,Sampdoria,2,0,H,0,0,D,19,10,8,4,8,5,23,14,1,2,0,0
2012/13,2012-11-11,Parma,Siena,0,0,D,0,0,D,19,8,7,2,6,4,13,9,3,1,0,0
2012/13,2012-11-11,Torino,Bologna,1,0,H,0,0,D,10,11,3,0,6,3,13,15,2,5,0,0
2012/13,2012-11-17,Juventus,Lazio,0,0,D,0,0,D,21,5,4,0,11,1,12,18,2,2,0,0
2012/13,2012-11-17,Napoli,Milan,2,2,D,2,1,H,12,28,5,5,4,5,13,16,3,2,0,0
2012/13,2012-11-18,Bologna,Palermo,3,0,H,2,0,H,19,8,8,1,2,5,17,14,4,2,1,3
2012/13,2012-11-18,Catania,Chievo,2,1,H,0,0,D,15,11,4,2,10,6,12,20,2,3,0,0
2012/13,2012-11-18,Fiorentina,Atalanta,4,1,H,3,1,H,23,7,8,2,6,4,12,15,1,4,0,1
2012/13,2012-11-18,Inter,Cagliari,2,2,D,1,1,D,23,17,7,7,12,6,8,23,2,5,0,0
2012/13,2012-11-18,Sampdoria,Genoa,3,1,H,2,0,H,12,23,4,7,0,5,22,24,2,4,0,0
2012/13,2012-11-18,Siena,Pescara,1,0,H,1,0,H,16,17,5,4,6,5,16,22,1,3,0,2
2012/13,2012-11-18,Udinese,Parma,2,2,D,1,0,H,10,14,3,7,6,5,20,14,4,3,0,0
2012/13,2012-11-19,Roma,Torino,2,0,H,0,0,D,25,8,9,4,9,4,8,17,3,4,0,0
2012/13,2012-11-24,Palermo,Catania,3,1,H,1,0,H,23,14,10,8,3,7,13,16,3,4,0,0
2012/13,2012-11-25,Atalanta,Genoa,0,1,A,0,1,A,16,6,6,2,9,2,8,15,1,2,0,1
2012/13,2012-11-25,Chievo,Siena,0,0,D,0,0,D,6,8,0,1,7,4,26,8,2,2,1,0
2012/13,2012-11-25,Milan,Juventus,1,0,H,1,0,H,15,13,6,2,5,6,16,10,2,4,0,0
2012/13,2012-11-25,Pescara,Roma,0,1,A,0,1,A,7,20,0,6,4,3,19,17,3,3,0,0
2012/13,2012-11-25,Sampdoria,Bologna,1,0,H,0,0,D,14,12,5,2,5,8,17,15,4,2,0,1
2012/13,2012-11-25,Torino,Fiorentina,2,2,D,1,0,H,9,15,4,4,5,3,19,15,1,1,0,0
2012/13,2012-11-26,Cagliari,Napoli,0,1,A,0,0,D,18,13,3,4,10,3,18,16,3,1,0,0
2012/13,2012-11-26,Parma,Inter,1,0,H,0,0,D,16,12,5,5,8,7,9,18,2,2,0,0
2012/13,2012-11-27,Lazio,Udinese,3,0,H,2,0,H,16,7,6,2,4,3,21,16,2,2,0,0
2012/13,2012-11-30,Catania,Milan,1,3,A,1,0,H,3,13,2,6,3,3,12,12,2,2,1,1
2012/13,2012-01-12,Juventus,Torino,3,0,H,0,0,D,26,5,10,2,15,2,14,13,4,1,0,1
2012/13,2012-02-12,Bologna,Atalanta,2,1,H,1,0,H,13,10,6,3,5,7,22,18,2,4,0,0
2012/13,2012-02-12,Fiorentina,Sampdoria,2,2,D,1,0,H,16,8,5,3,8,2,8,16,1,3,0,1
2012/13,2012-02-12,Genoa,Chievo,2,4,A,1,3,A,16,11,3,7,8,2,17,17,4,4,0,1
2012/13,2012-02-12,Inter,Palermo,1,0,H,0,0,D,16,8,4,1,7,1,11,17,2,3,0,0
2012/13,2012-02-12,Lazio,Parma,2,1,H,2,0,H,6,14,3,4,3,7,13,11,3,0,0,0
2012/13,2012-02-12,Napoli,Pescara,5,1,H,2,1,H,28,5,11,1,7,5,12,15,2,2,0,1
2012/13,2012-02-12,Siena,Roma,1,3,A,1,0,H,5,22,2,7,3,9,21,13,1,2,0,0
