match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,0.1,Melbourne Stars,Sydney Thunder,MM Lanning,R McKenna,S Ismail,1,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,0.2,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,0.3,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,0.4,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,0.5,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,4,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,0.6,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,1.1,Melbourne Stars,Sydney Thunder,MM Lanning,R McKenna,SL Bates,1,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,1.2,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,SL Bates,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,1.3,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,SL Bates,4,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,1.4,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,SL Bates,1,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,1.5,Melbourne Stars,Sydney Thunder,MM Lanning,R McKenna,SL Bates,1,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,1.6,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,SL Bates,1,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,2.1,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,2.2,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,4,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,2.3,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,2.4,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
1494563,2025/26,2025-12-06,"Junction Oval, Melbourne",1,2.5,Melbourne Stars,Sydney Thunder,R McKenna,MM Lanning,S Ismail,0,0,,,,,,,,,
