match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.1,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,K Pierre,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.2,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,K Pierre,1,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.3,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,4,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.4,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.5,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.6,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,1,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.1,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,AS Joseph,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.2,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,AS Joseph,1,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.3,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,AS Joseph,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.4,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,AS Joseph,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.5,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,AS Joseph,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.6,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,AS Joseph,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.1,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.2,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.3,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,6,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.4,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,2,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.5,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,4,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.6,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,K Pierre,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.1,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,D Wiese,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.2,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,D Wiese,4,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.3,Antigua and Barbuda Falcons,St Lucia Kings,AA Jangoo,J Andrew,D Wiese,1,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.4,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,D Wiese,0,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.5,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,D Wiese,4,0,,,,,,,,,
1477989,2025,2025-08-31,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.6,Antigua and Barbuda Falcons,St Lucia Kings,J Andrew,AA Jangoo,D Wiese,1,0,,,,,,,,,
